SORBI_3001G000100	Sobic.001G000100	Sb01g000200	-
SORBI_3003G170300	Sobic.003G170300	Sb03g018290	-
SORBI_3003G173800	Sobic.003G173800	Sb03g021050	-
SORBI_3003G174900	Sobic.003G174900	Sb03g021860	-
SORBI_3003G175000	Sobic.003G175000	Sb03g022070	-
SORBI_3003G175300	Sobic.003G175300	Sb03g022100	-
SORBI_3003G175600	Sobic.003G175600	Sb03g022150	-
SORBI_3003G177000	Sobic.003G177000	Sb03g022880	-
SORBI_3003G177600	Sobic.003G177600	Sb03g022910	-
SORBI_3003G177700	Sobic.003G177700	Sb03g022920	-
SORBI_3003G177800	Sobic.003G177800	Sb03g022940	-
SORBI_3003G178200	Sobic.003G178200	Sb03g022970	-
SORBI_3003G179100	Sobic.003G179100	Sb03g023440	-
SORBI_3003G179400	Sobic.003G179400	Sb03g023470	-
SORBI_3003G181500	Sobic.003G181500	Sb03g023980	-
SORBI_3003G181700	Sobic.003G181700	Sb03g024000	-
SORBI_3003G182100	Sobic.003G182100	Sb03g024010	-
SORBI_3003G182300	Sobic.003G182300	Sb03g024030	-
SORBI_3003G183000	Sobic.003G183000	Sb03g024260	-
SORBI_3003G183400	Sobic.003G183400	Sb03g024470	-
SORBI_3003G183600	Sobic.003G183600	Sb03g024480	-
SORBI_3003G183800	Sobic.003G183800	Sb03g024500	-
SORBI_3003G183850	Sobic.003G183850	Sb03g024520	-
SORBI_3003G184000	Sobic.003G184000	Sb03g024540	-
SORBI_3003G184300	Sobic.003G184300	Sb03g024580	-
SORBI_3003G184500	Sobic.003G184500	Sb03g024600	-
SORBI_3003G184600	Sobic.003G184600	Sb03g024610	-
SORBI_3003G184900	Sobic.003G184900	Sb03g024830	-
SORBI_3003G185500	Sobic.003G185500	Sb03g024880	-
SORBI_3003G185700	Sobic.003G185700	Sb03g024900	-
SORBI_3003G186200	Sobic.003G186200	Sb03g025130	-
SORBI_3003G186300	Sobic.003G186300	Sb03g025140	-
SORBI_3003G186400	Sobic.003G186400	Sb03g025150	-
SORBI_3003G186500	Sobic.003G186500	Sb03g025160	-
SORBI_3003G187500	Sobic.003G187500	Sb03g025250	-
SORBI_3003G187700	Sobic.003G187700	Sb03g025260	-
SORBI_3003G188200	Sobic.003G188200	Sb03g025300	-
SORBI_3003G188300	Sobic.003G188300	Sb03g025310	-
SORBI_3003G188900	Sobic.003G188900	Sb03g025340	-
SORBI_3003G189200	Sobic.003G189200	Sb03g025370	-
SORBI_3003G189600	Sobic.003G189600	Sb03g025400	-
SORBI_3003G189900	Sobic.003G189900	Sb03g025420	-
SORBI_3003G190900	Sobic.003G190900	Sb03g025510	-
SORBI_3003G191400	Sobic.003G191400	Sb03g025530	-
SORBI_3003G191600	Sobic.003G191600	Sb03g025550	-
SORBI_3003G191700	Sobic.003G191700	Sb03g025560	-
SORBI_3003G193000	Sobic.003G193000	Sb03g025650	-
SORBI_3003G193600	Sobic.003G193600	Sb03g025710	-
SORBI_3003G194900	Sobic.003G194900	Sb03g025810	-
SORBI_3003G195300	Sobic.003G195300	Sb03g025840	-
SORBI_3003G197200	Sobic.003G197200	Sb03g026000	-
SORBI_3003G199900	Sobic.003G199900	Sb03g026220	-
SORBI_3003G200200	Sobic.003G200200	Sb03g026240	-
SORBI_3003G200700	Sobic.003G200700	Sb03g026280	-
SORBI_3003G201200	Sobic.003G201200	Sb03g026330	-
SORBI_3003G201400	Sobic.003G201400	Sb03g026340	-
SORBI_3003G201600	Sobic.003G201600	Sb03g026360	-
SORBI_3003G201700	Sobic.003G201700	Sb03g026370	-
SORBI_3003G201800	Sobic.003G201800	Sb03g026380	-
SORBI_3003G202700	Sobic.003G202700	Sb03g026480	-
SORBI_3003G202900	Sobic.003G202900	Sb03g026500	-
SORBI_3003G204300	Sobic.003G204300	Sb03g026625	-
SORBI_3003G204600	Sobic.003G204600	Sb03g026630	-
SORBI_3003G205000	Sobic.003G205000	Sb03g026650	-
SORBI_3003G205300	Sobic.003G205300	Sb03g026700	-
SORBI_3003G205700	Sobic.003G205700	Sb03g026740	-
SORBI_3003G206300	Sobic.003G206300	Sb03g026780	-
SORBI_3003G206800	Sobic.003G206800	Sb03g026830	-
SORBI_3003G207200	Sobic.003G207200	Sb03g026870	-
SORBI_3003G207800	Sobic.003G207800	Sb03g026910	-
SORBI_3003G208300	Sobic.003G208300	Sb03g026930	-
SORBI_3003G209400	Sobic.003G209400	Sb03g027010	-
SORBI_3003G211100	Sobic.003G211100	Sb03g027110	-
SORBI_3003G211200	Sobic.003G211200	Sb03g027120	-
SORBI_3003G211800	Sobic.003G211800	Sb03g027150	-
SORBI_3003G212300	Sobic.003G212300	Sb03g027200	-
SORBI_3003G212700	Sobic.003G212700	Sb03g027240	-
SORBI_3003G213400	Sobic.003G213400	Sb03g027290	-
SORBI_3003G214300	Sobic.003G214300	Sb03g027350	-
SORBI_3003G214400	Sobic.003G214400	Sb03g027370	-
SORBI_3003G216400	Sobic.003G216400	Sb03g027530	-
SORBI_3003G217000	Sobic.003G217000	Sb03g027590	-
SORBI_3003G217500	Sobic.003G217500	Sb03g027640	-
SORBI_3003G217800	Sobic.003G217800	Sb03g027660	-
SORBI_3003G218000	Sobic.003G218000	Sb03g027680	-
SORBI_3003G218700	Sobic.003G218700	Sb03g027740	-
SORBI_3003G221100	Sobic.003G221100	Sb03g027950	-
SORBI_3003G221600	Sobic.003G221600	Sb03g028000	-
SORBI_3003G221800	Sobic.003G221800	Sb03g028020	-
SORBI_3003G222000	Sobic.003G222000	Sb03g028040	-
SORBI_3003G222300	Sobic.003G222300	Sb03g028060	-
SORBI_3003G223000	Sobic.003G223000	Sb03g028130	-
SORBI_3003G223100	Sobic.003G223100	Sb03g028140	-
SORBI_3003G223400	Sobic.003G223400	Sb03g028170	-
SORBI_3003G224300	Sobic.003G224300	Sb03g028260	-
SORBI_3003G224400	Sobic.003G224400	Sb03g028270	-
SORBI_3003G225500	Sobic.003G225500	Sb03g028355	-
SORBI_3003G226100	Sobic.003G226100	Sb03g028390	-
SORBI_3003G226900	Sobic.003G226900	Sb03g028480	-
SORBI_3003G227000	Sobic.003G227000	Sb03g028490	-
SORBI_3003G227600	Sobic.003G227600	Sb03g028550	-
SORBI_3003G228700	Sobic.003G228700	Sb03g028680	-
SORBI_3003G230100	Sobic.003G230100	Sb03g028810	-
SORBI_3003G230200	Sobic.003G230200	Sb03g028820	-
SORBI_3003G232100	Sobic.003G232100	Sb03g028980	-
SORBI_3003G233300	Sobic.003G233300	Sb03g029090	-
SORBI_3003G234000	Sobic.003G234000	Sb03g029160	-
SORBI_3003G236400	Sobic.003G236400	Sb03g029380	-
SORBI_3003G238000	Sobic.003G238000	Sb03g029530	-
SORBI_3003G239100	Sobic.003G239100	Sb03g029630	-
SORBI_3003G239300	Sobic.003G239300	Sb03g029650	-
SORBI_3003G239600	Sobic.003G239600	Sb03g029690	-
SORBI_3003G239900	Sobic.003G239900	Sb03g029720	-
SORBI_3003G241000	Sobic.003G241000	Sb03g029790	-
SORBI_3003G242000	Sobic.003G242000	Sb03g029880	-
SORBI_3003G243000	Sobic.003G243000	Sb03g029940	-
SORBI_3003G243300	Sobic.003G243300	Sb03g029960	-
SORBI_3003G245300	Sobic.003G245300	Sb03g030160	-
SORBI_3003G245600	Sobic.003G245600	Sb03g030190	-
SORBI_3003G246500	Sobic.003G246500	Sb03g030280	-
SORBI_3003G246600	Sobic.003G246600	Sb03g030290	-
SORBI_3003G246700	Sobic.003G246700	Sb03g030300	-
SORBI_3003G246900	Sobic.003G246900	Sb03g030330	-
SORBI_3003G248901	Sobic.003G248901	Sb03g030520	-
SORBI_3003G249400	Sobic.003G249400	Sb03g030570	-
SORBI_3003G250000	Sobic.003G250000	Sb03g030630	-
SORBI_3003G250340	Sobic.003G250340	Sb03g030650	-
SORBI_3003G250900	Sobic.003G250900	Sb03g030700	-
SORBI_3003G251000	Sobic.003G251000	Sb03g030710	-
SORBI_3003G252100	Sobic.003G252100	Sb03g030770	-
SORBI_3003G253300	Sobic.003G253300	Sb03g030860	-
SORBI_3003G253700	Sobic.003G253700	Sb03g030900	-
SORBI_3003G254500	Sobic.003G254500	Sb03g030970	-
SORBI_3003G254600	Sobic.003G254600	Sb03g030980	-
SORBI_3003G255100	Sobic.003G255100	Sb03g031010	-
SORBI_3003G255200	Sobic.003G255200	Sb03g031020	-
SORBI_3003G255600	Sobic.003G255600	Sb03g031050	-
SORBI_3003G255700	Sobic.003G255700	Sb03g031060	-
SORBI_3003G255800	Sobic.003G255800	Sb03g031070	-
SORBI_3003G256700	Sobic.003G256700	Sb03g031150	-
SORBI_3003G258000	Sobic.003G258000	Sb03g031240	-
SORBI_3003G260900	Sobic.003G260900	Sb03g031500	-
SORBI_3003G264000	Sobic.003G264000	Sb03g031740	-
SORBI_3003G264400	Sobic.003G264400	Sb03g031780	-
SORBI_3003G266900	Sobic.003G266900	Sb03g031970	-
SORBI_3003G267600	Sobic.003G267600	Sb03g032020	-
SORBI_3003G267800	Sobic.003G267800	Sb03g032040	-
SORBI_3003G268600	Sobic.003G268600	Sb03g032100	-
SORBI_3003G270100	Sobic.003G270100	Sb03g032250	-
SORBI_3003G270700	Sobic.003G270700	Sb03g032300	-
SORBI_3003G271300	Sobic.003G271300	Sb03g032350	-
SORBI_3003G272900	Sobic.003G272900	Sb03g032490	-
SORBI_3003G273500	Sobic.003G273500	Sb03g032550	-
SORBI_3003G274100	Sobic.003G274100	Sb03g032605	-
SORBI_3003G274500	Sobic.003G274500	Sb03g032640	-
SORBI_3003G275800	Sobic.003G275800	Sb03g032780	-
SORBI_3003G275900	Sobic.003G275900	Sb03g032795	-
SORBI_3003G276700	Sobic.003G276700	Sb03g032850	-
SORBI_3003G277000	Sobic.003G277000	Sb03g032880	-
SORBI_3003G278600	Sobic.003G278600	Sb03g033045	-
SORBI_3003G278700	Sobic.003G278700	Sb03g033050	-
SORBI_3003G278900	Sobic.003G278900	Sb03g033070	-
SORBI_3003G279100	Sobic.003G279100	Sb03g033080	-
SORBI_3003G279200	Sobic.003G279200	Sb03g033090	-
SORBI_3003G279800	Sobic.003G279800	Sb03g033140	-
SORBI_3003G280500	Sobic.003G280500	Sb03g033210	-
SORBI_3003G280800	Sobic.003G280800	Sb03g033240	-
SORBI_3003G282100	Sobic.003G282100	Sb03g033350	-
SORBI_3003G282200	Sobic.003G282200	Sb03g033360	-
SORBI_3003G282300	Sobic.003G282300	Sb03g033370	-
SORBI_3003G282901	Sobic.003G282901	Sb03g033420	-
SORBI_3003G283000	Sobic.003G283000	Sb03g033430	-
SORBI_3003G283700	Sobic.003G283700	Sb03g033490	-
SORBI_3003G283800	Sobic.003G283800	Sb03g033510	-
SORBI_3003G284200	Sobic.003G284200	Sb03g033550	-
SORBI_3003G284700	Sobic.003G284700	Sb03g033590	-
SORBI_3003G284900	Sobic.003G284900	Sb03g033610	-
SORBI_3003G285000	Sobic.003G285000	Sb03g033621	-
SORBI_3003G285700	Sobic.003G285700	Sb03g033660	-
SORBI_3003G285800	Sobic.003G285800	Sb03g033670	-
SORBI_3003G285900	Sobic.003G285900	Sb03g033680	-
SORBI_3003G287000	Sobic.003G287000	Sb03g033760	-
SORBI_3003G287300	Sobic.003G287300	Sb03g033790	-
SORBI_3003G287500	Sobic.003G287500	Sb03g033810	-
SORBI_3003G287600	Sobic.003G287600	Sb03g033830	-
SORBI_3003G287800	Sobic.003G287800	Sb03g033840	-
SORBI_3003G288000	Sobic.003G288000	Sb03g033870	-
SORBI_3003G288100	Sobic.003G288100	Sb03g033880	-
SORBI_3003G288200	Sobic.003G288200	Sb03g033890	-
SORBI_3003G288300	Sobic.003G288300	Sb03g033900	-
SORBI_3003G288600	Sobic.003G288600	Sb03g033920	-
SORBI_3003G288700	Sobic.003G288700	Sb03g033930	-
SORBI_3003G288800	Sobic.003G288800	Sb03g033940	-
SORBI_3003G288900	Sobic.003G288900	Sb03g033950	-
SORBI_3003G290000	Sobic.003G290000	Sb03g034060	-
SORBI_3003G290100	Sobic.003G290100	Sb03g034070	-
SORBI_3003G290200	Sobic.003G290200	Sb03g034080	-
SORBI_3003G290600	Sobic.003G290600	Sb03g034120	-
SORBI_3003G290900	Sobic.003G290900	Sb03g034150	-
SORBI_3003G291000	Sobic.003G291000	Sb03g034160	-
SORBI_3003G292200	Sobic.003G292200	Sb03g034260	-
SORBI_3003G292300	Sobic.003G292300	Sb03g034270	-
SORBI_3003G292800	Sobic.003G292800	Sb03g034320	-
SORBI_3003G293100	Sobic.003G293100	Sb03g034360	-
SORBI_3003G293200	Sobic.003G293200	Sb03g034370	-
SORBI_3003G293700	Sobic.003G293700	Sb03g034410	-
SORBI_3003G293900	Sobic.003G293900	Sb03g034430	-
SORBI_3003G295100	Sobic.003G295100	Sb03g034560	-
SORBI_3003G295200	Sobic.003G295200	Sb03g034570	-
SORBI_3003G295400	Sobic.003G295400	Sb03g034590	-
SORBI_3003G295500	Sobic.003G295500	Sb03g034595	-
SORBI_3003G295800	Sobic.003G295800	Sb03g034620	-
SORBI_3003G296100	Sobic.003G296100	Sb03g034650	-
SORBI_3003G296200	Sobic.003G296200	Sb03g034660	-
SORBI_3003G296600	Sobic.003G296600	Sb03g034700	-
SORBI_3003G297300	Sobic.003G297300	Sb03g034760	-
SORBI_3003G297900	Sobic.003G297900	Sb03g034800	-
SORBI_3003G298300	Sobic.003G298300	Sb03g034830	-
SORBI_3003G298400	Sobic.003G298400	Sb03g034840	-
SORBI_3003G298500	Sobic.003G298500	Sb03g034845	-
SORBI_3003G298700	Sobic.003G298700	Sb03g034860	-
SORBI_3003G299000	Sobic.003G299000	Sb03g034890	-
SORBI_3003G300200	Sobic.003G300200	Sb04g005490	-
SORBI_3003G300300	Sobic.003G300300	Sb04g005500	-
SORBI_3003G301000	Sobic.003G301000	Sb03g035020	-
SORBI_3003G301300	Sobic.003G301300	Sb03g035040	-
SORBI_3003G301500	Sobic.003G301500	Sb03g035060	-
SORBI_3003G302100	Sobic.003G302100	Sb03g035120	-
SORBI_3003G302466	Sobic.003G302466	Sb03g035150	-
SORBI_3003G303000	Sobic.003G303000	Sb03g035190	-
SORBI_3003G303800	Sobic.003G303800	Sb03g035240	-
SORBI_3003G303900	Sobic.003G303900	Sb03g035250	-
SORBI_3003G304000	Sobic.003G304000	Sb03g035260	-
SORBI_3003G304700	Sobic.003G304700	Sb03g035330	-
SORBI_3003G305000	Sobic.003G305000	Sb03g035350	-
SORBI_3003G305500	Sobic.003G305500	Sb03g035400	-
SORBI_3003G305900	Sobic.003G305900	Sb03g035440	-
SORBI_3003G306100	Sobic.003G306100	Sb03g035460	-
SORBI_3003G307000	Sobic.003G307000	Sb03g035550	-
SORBI_3003G307200	Sobic.003G307200	Sb03g035580	-
SORBI_3003G308000	Sobic.003G308000	Sb03g035650	-
SORBI_3003G309200	Sobic.003G309200	Sb03g035750	-
SORBI_3003G309300	Sobic.003G309300	Sb03g035760	-
SORBI_3003G309400	Sobic.003G309400	Sb03g035770	-
SORBI_3003G309600	Sobic.003G309600	Sb03g035790	-
SORBI_3003G310500	Sobic.003G310500	Sb03g035860	-
SORBI_3003G310700	Sobic.003G310700	Sb03g035880	-
SORBI_3003G311600	Sobic.003G311600	Sb03g035970	-
SORBI_3003G311900	Sobic.003G311900	Sb03g036000	-
SORBI_3003G312200	Sobic.003G312200	Sb03g036030	-
SORBI_3003G312600	Sobic.003G312600	Sb03g036070	-
SORBI_3003G313000	Sobic.003G313000	Sb03g036090	-
SORBI_3003G313100	Sobic.003G313100	Sb03g036100	-
SORBI_3003G313200	Sobic.003G313200	Sb03g036110	-
SORBI_3003G313700	Sobic.003G313700	Sb03g036150	-
SORBI_3003G313800	Sobic.003G313800	Sb03g036160	-
SORBI_3003G313900	Sobic.003G313900	Sb03g036170	-
SORBI_3003G314200	Sobic.003G314200	Sb03g036190	-
SORBI_3003G314700	Sobic.003G314700	Sb03g036240	-
SORBI_3003G315000	Sobic.003G315000	Sb03g036260	-
SORBI_3003G315600	Sobic.003G315600	Sb03g036300	-
SORBI_3003G315700	Sobic.003G315700	Sb03g036320	-
SORBI_3003G316000	Sobic.003G316000	Sb03g036330	-
SORBI_3003G316200	Sobic.003G316200	Sb03g036350	-
SORBI_3003G316500	Sobic.003G316500	Sb03g036380	-
SORBI_3003G316601	Sobic.003G316601	Sb03g036390	-
SORBI_3003G317000	Sobic.003G317000	Sb03g036420	-
SORBI_3003G317100	Sobic.003G317100	Sb03g036430	-
SORBI_3003G317200	Sobic.003G317200	Sb03g036440	-
SORBI_3003G317600	Sobic.003G317600	Sb03g036480	-
SORBI_3003G317800	Sobic.003G317800	Sb03g036500	-
SORBI_3003G317900	Sobic.003G317900	Sb03g036510	-
SORBI_3003G318300	Sobic.003G318300	Sb03g036550	-
SORBI_3003G318700	Sobic.003G318700	Sb03g036560	-
SORBI_3003G319400	Sobic.003G319400	Sb03g036630	-
SORBI_3003G320300	Sobic.003G320300	Sb03g036720	-
SORBI_3003G320500	Sobic.003G320500	Sb03g036730	-
SORBI_3003G320800	Sobic.003G320800	Sb03g036760	-
SORBI_3003G321000	Sobic.003G321000	Sb03g036770	-
SORBI_3003G321200	Sobic.003G321200	Sb03g036790	-
SORBI_3003G321300	Sobic.003G321300	Sb03g036800	-
SORBI_3003G322000	Sobic.003G322000	Sb03g036860	-
SORBI_3003G322100	Sobic.003G322100	Sb03g036870	-
SORBI_3003G322200	Sobic.003G322200	Sb03g036880	-
SORBI_3003G322400	Sobic.003G322400	Sb03g036900	-
SORBI_3003G322800	Sobic.003G322800	Sb03g036930	-
SORBI_3003G322900	Sobic.003G322900	Sb03g036940	-
SORBI_3003G323100	Sobic.003G323100	Sb03g036950	-
SORBI_3003G323300	Sobic.003G323300	Sb03g036970	-
SORBI_3003G324000	Sobic.003G324000	Sb03g037040	-
SORBI_3003G324600	Sobic.003G324600	Sb03g037090	-
SORBI_3003G324900	Sobic.003G324900	Sb03g037105	-
SORBI_3003G325400	Sobic.003G325400	Sb03g037150	-
SORBI_3003G325500	Sobic.003G325500	Sb03g037160	-
SORBI_3003G325700	Sobic.003G325700	Sb03g037170	-
SORBI_3003G326200	Sobic.003G326200	Sb03g037210	-
SORBI_3003G326300	Sobic.003G326300	Sb03g037220	-
SORBI_3003G326400	Sobic.003G326400	Sb03g037230	-
SORBI_3003G326600	Sobic.003G326600	Sb03g037260	-
SORBI_3003G327000	Sobic.003G327000	Sb03g037300	-
SORBI_3003G327300	Sobic.003G327300	Sb03g037330	-
SORBI_3003G327400	Sobic.003G327400	Sb03g037340	-
SORBI_3003G328100	Sobic.003G328100	Sb03g037410	-
SORBI_3003G328400	Sobic.003G328400	Sb03g037450	-
SORBI_3003G329300	Sobic.003G329300	Sb03g037540	-
SORBI_3003G329400	Sobic.003G329400	Sb03g037550	-
SORBI_3003G329700	Sobic.003G329700	Sb03g037575	-
SORBI_3003G331600	Sobic.003G331600	Sb03g037710	-
SORBI_3003G332200	Sobic.003G332200	Sb03g037740	-
SORBI_3003G333300	Sobic.003G333300	Sb03g037830	-
SORBI_3003G333400	Sobic.003G333400	Sb03g037840	-
SORBI_3003G333600	Sobic.003G333600	Sb03g037850	-
SORBI_3003G334000	Sobic.003G334000	Sb03g037890	-
SORBI_3003G335300	Sobic.003G335300	Sb03g037980	-
SORBI_3003G335400	Sobic.003G335400	Sb03g037990	-
SORBI_3003G336500	Sobic.003G336500	Sb03g038070	-
SORBI_3003G337500	Sobic.003G337500	Sb03g038170	-
SORBI_3003G337700	Sobic.003G337700	Sb03g038190	-
SORBI_3003G338900	Sobic.003G338900	Sb03g038300	-
SORBI_3003G339200	Sobic.003G339200	Sb03g038330	-
SORBI_3003G339400	Sobic.003G339400	Sb03g038350	-
SORBI_3003G339900	Sobic.003G339900	Sb03g038390	-
SORBI_3003G340100	Sobic.003G340100	Sb03g038410	-
SORBI_3003G340500	Sobic.003G340500	Sb03g038440	-
SORBI_3003G340600	Sobic.003G340600	Sb03g038450	-
SORBI_3003G341200	Sobic.003G341200	Sb03g038520	-
SORBI_3003G341600	Sobic.003G341600	Sb03g038560	-
SORBI_3003G342600	Sobic.003G342600	Sb03g038670	-
SORBI_3003G342700	Sobic.003G342700	Sb03g038680	-
SORBI_3003G343200	Sobic.003G343200	Sb03g038720	-
SORBI_3003G343700	Sobic.003G343700	Sb03g038770	-
SORBI_3003G343900	Sobic.003G343900	Sb03g038780	-
SORBI_3003G344900	Sobic.003G344900	Sb03g038860	-
SORBI_3003G345100	Sobic.003G345100	Sb03g038880	-
SORBI_3003G345300	Sobic.003G345300	Sb03g038900	-
SORBI_3003G345500	Sobic.003G345500	Sb03g038920	-
SORBI_3003G345600	Sobic.003G345600	Sb03g038930	-
SORBI_3003G345700	Sobic.003G345700	Sb03g038940	-
SORBI_3003G346200	Sobic.003G346200	Sb03g038980	-
SORBI_3003G348100	Sobic.003G348100	Sb03g039110	-
SORBI_3003G348200	Sobic.003G348200	Sb03g039120	-
SORBI_3003G348300	Sobic.003G348300	Sb03g039130	-
SORBI_3003G349100	Sobic.003G349100	Sb03g039210	-
SORBI_3003G349200	Sobic.003G349200	Sb03g039220	-
SORBI_3003G349400	Sobic.003G349400	Sb03g039240	-
SORBI_3003G349800	Sobic.003G349800	Sb03g039280	-
SORBI_3003G349900	Sobic.003G349900	Sb03g039290	-
SORBI_3003G350400	Sobic.003G350400	Sb03g039330	-
SORBI_3003G352200	Sobic.003G352200	Sb03g039470	-
SORBI_3003G352500	Sobic.003G352500	Sb03g039500	-
SORBI_3003G352900	Sobic.003G352900	Sb03g039540	-
SORBI_3003G354000	Sobic.003G354000	Sb03g039630	-
SORBI_3003G354300	Sobic.003G354300	Sb03g039660	-
SORBI_3003G354400	Sobic.003G354400	Sb03g039670	-
SORBI_3003G354600	Sobic.003G354600	Sb03g039690	-
SORBI_3003G355200	Sobic.003G355200	Sb03g039740	-
SORBI_3003G355600	Sobic.003G355600	Sb03g039780	-
SORBI_3003G355700	Sobic.003G355700	Sb03g039790	-
SORBI_3003G356600	Sobic.003G356600	Sb03g039890	-
SORBI_3003G356800	Sobic.003G356800	Sb03g039910	-
SORBI_3003G356900	Sobic.003G356900	Sb03g039920	-
SORBI_3003G357900	Sobic.003G357900	Sb03g040000	-
SORBI_3003G358000	Sobic.003G358000	Sb03g040010	-
SORBI_3003G359400	Sobic.003G359400	Sb03g040130	-
SORBI_3003G359500	Sobic.003G359500	Sb03g040140	-
SORBI_3003G360000	Sobic.003G360000	Sb03g040180	-
SORBI_3003G360100	Sobic.003G360100	Sb03g040200	-
SORBI_3003G360300	Sobic.003G360300	Sb03g040220	-
SORBI_3003G361700	Sobic.003G361700	Sb03g040350	-
SORBI_3003G362100	Sobic.003G362100	Sb03g040380	-
SORBI_3003G362200	Sobic.003G362200	Sb03g040390	-
SORBI_3003G362700	Sobic.003G362700	Sb03g040440	-
SORBI_3003G363100	Sobic.003G363100	Sb03g040480	-
SORBI_3003G363300	Sobic.003G363300	Sb03g040500	-
SORBI_3003G363900	Sobic.003G363900	Sb03g040560	-
SORBI_3003G364000	Sobic.003G364000	Sb03g040570	-
SORBI_3003G364100	Sobic.003G364100	Sb03g040580	-
SORBI_3003G364200	Sobic.003G364200	Sb03g040590	-
SORBI_3003G364500	Sobic.003G364500	Sb03g040620	-
SORBI_3003G364600	Sobic.003G364600	Sb03g040630	-
SORBI_3003G365200	Sobic.003G365200	Sb03g040690	-
SORBI_3003G365600	Sobic.003G365600	Sb03g040730	-
SORBI_3003G365700	Sobic.003G365700	Sb03g040740	-
SORBI_3003G365900	Sobic.003G365900	Sb03g040760	-
SORBI_3003G366000	Sobic.003G366000	Sb03g040770	-
SORBI_3003G366300	Sobic.003G366300	Sb03g040800	-
SORBI_3003G367000	Sobic.003G367000	Sb03g040850	-
SORBI_3003G368000	Sobic.003G368000	Sb03g040940	-
SORBI_3003G368500	Sobic.003G368500	Sb03g040990	-
SORBI_3003G368800	Sobic.003G368800	Sb03g041020	-
SORBI_3003G369600	Sobic.003G369600	Sb03g041080	-
SORBI_3003G370300	Sobic.003G370300	Sb03g041130	-
SORBI_3003G370800	Sobic.003G370800	Sb03g041180	-
SORBI_3003G372500	Sobic.003G372500	Sb03g041310	-
SORBI_3003G372750	Sobic.003G372750	Sb03g041335	-
SORBI_3003G373000	Sobic.003G373000	Sb03g041360	-
SORBI_3003G373200	Sobic.003G373200	Sb03g041380	-
SORBI_3003G373300	Sobic.003G373300	Sb03g041390	-
SORBI_3003G373600	Sobic.003G373600	Sb03g041410	-
SORBI_3003G374200	Sobic.003G374200	Sb03g041460	-
SORBI_3003G375000	Sobic.003G375000	Sb03g041530	-
SORBI_3003G375500	Sobic.003G375500	Sb03g041550	-
SORBI_3003G375700	Sobic.003G375700	Sb03g041560	-
SORBI_3003G375900	Sobic.003G375900	Sb03g041580	-
SORBI_3003G376000	Sobic.003G376000	Sb03g041590	-
SORBI_3003G376200	Sobic.003G376200	Sb03g041610	-
SORBI_3003G376900	Sobic.003G376900	Sb03g041680	-
SORBI_3003G377100	Sobic.003G377100	Sb03g041700	-
SORBI_3003G378000	Sobic.003G378000	Sb03g041770	-
SORBI_3003G378800	Sobic.003G378800	Sb03g041840	-
SORBI_3003G379400	Sobic.003G379400	Sb03g041890	-
SORBI_3003G380000	Sobic.003G380000	Sb03g041970	-
SORBI_3003G380400	Sobic.003G380400	Sb03g042010	-
SORBI_3003G381000	Sobic.003G381000	Sb03g042070	-
SORBI_3003G381600	Sobic.003G381600	Sb03g042120	-
SORBI_3003G382700	Sobic.003G382700	Sb03g042235	-
SORBI_3003G382800	Sobic.003G382800	Sb03g042240	-
SORBI_3003G382900	Sobic.003G382900	Sb03g042250	-
SORBI_3003G383400	Sobic.003G383400	Sb03g042290	-
SORBI_3003G383800	Sobic.003G383800	Sb03g042320	-
SORBI_3003G385100	Sobic.003G385100	Sb03g042420	-
SORBI_3003G386600	Sobic.003G386600	Sb03g042500	-
SORBI_3003G386700	Sobic.003G386700	Sb03g042510	-
SORBI_3003G387300	Sobic.003G387300	Sb03g042560	-
SORBI_3003G387600	Sobic.003G387600	Sb03g042580	-
SORBI_3003G388700	Sobic.003G388700	Sb03g042670	-
SORBI_3003G389400	Sobic.003G389400	Sb03g042730	-
SORBI_3003G390500	Sobic.003G390500	Sb03g042800	-
SORBI_3003G390600	Sobic.003G390600	Sb03g042810	-
SORBI_3003G391400	Sobic.003G391400	Sb03g042890	-
SORBI_3003G391700	Sobic.003G391700	Sb03g042920	-
SORBI_3003G391800	Sobic.003G391800	Sb03g042930	-
SORBI_3003G391900	Sobic.003G391900	Sb03g042940	-
SORBI_3003G392425	Sobic.003G392425	Sb03g043000	-
SORBI_3003G393600	Sobic.003G393600	Sb03g043110	-
SORBI_3003G393700	Sobic.003G393700	Sb03g043120	-
SORBI_3003G393800	Sobic.003G393800	Sb03g043130	-
SORBI_3003G394200	Sobic.003G394200	Sb03g043160	-
SORBI_3003G394600	Sobic.003G394600	Sb03g043200	-
SORBI_3003G396400	Sobic.003G396400	Sb03g043330	-
SORBI_3003G396800	Sobic.003G396800	Sb03g043360	-
SORBI_3003G397000	Sobic.003G397000	Sb03g043380	-
SORBI_3003G397200	Sobic.003G397200	Sb03g043400	-
SORBI_3003G397500	Sobic.003G397500	Sb03g043420	-
SORBI_3003G397600	Sobic.003G397600	Sb03g043430	-
SORBI_3003G398600	Sobic.003G398600	Sb03g043520	-
SORBI_3003G398700	Sobic.003G398700	Sb03g043530	-
SORBI_3003G398800	Sobic.003G398800	Sb03g043540	-
SORBI_3003G399000	Sobic.003G399000	Sb03g043560	-
SORBI_3003G399166	Sobic.003G399166	Sb03g043580	-
SORBI_3003G399700	Sobic.003G399700	Sb03g043610	-
