HORVU.MOREX.r3.1HG0000030	HORVU1Hr1G000030
HORVU.MOREX.r3.3HG0230560	HORVU3Hr1G013300
HORVU.MOREX.r3.3HG0230590	HORVU3Hr1G013350
HORVU.MOREX.r3.3HG0230600	HORVU3Hr1G013360
HORVU.MOREX.r3.3HG0230630	HORVU3Hr1G013410
HORVU.MOREX.r3.3HG0230640	HORVU3Hr1G013400
HORVU.MOREX.r3.3HG0230670	HORVU3Hr1G013390
HORVU.MOREX.r3.3HG0230690	HORVU3Hr1G013380
HORVU.MOREX.r3.3HG0230700	HORVU3Hr1G013370
HORVU.MOREX.r3.3HG0230810	HORVU3Hr1G013850
HORVU.MOREX.r3.3HG0230860	HORVU3Hr1G013820
HORVU.MOREX.r3.3HG0230870	HORVU3Hr1G013810
HORVU.MOREX.r3.3HG0230880	HORVU3Hr1G013790
HORVU.MOREX.r3.3HG0230890	HORVU3Hr1G013720
HORVU.MOREX.r3.3HG0230910	HORVU3Hr1G013730
HORVU.MOREX.r3.3HG0230920	HORVU3Hr1G013740
HORVU.MOREX.r3.3HG0230930	HORVU3Hr1G013750
HORVU.MOREX.r3.3HG0230940	HORVU3Hr1G013770
HORVU.MOREX.r3.3HG0230950	HORVU3Hr1G013710
HORVU.MOREX.r3.3HG0230960	HORVU3Hr1G013690
HORVU.MOREX.r3.3HG0230970	HORVU3Hr1G013680
HORVU.MOREX.r3.3HG0231000	HORVU3Hr1G013650
HORVU.MOREX.r3.3HG0231010	HORVU3Hr1G013640
HORVU.MOREX.r3.3HG0231020	HORVU3Hr1G013630
HORVU.MOREX.r3.3HG0231040	HORVU3Hr1G013600
HORVU.MOREX.r3.3HG0231050	HORVU3Hr1G013530
HORVU.MOREX.r3.3HG0231080	HORVU3Hr1G013860
HORVU.MOREX.r3.3HG0231090	HORVU3Hr1G013880
HORVU.MOREX.r3.3HG0231180	HORVU3Hr1G013910
HORVU.MOREX.r3.3HG0231240	HORVU3Hr1G013970
HORVU.MOREX.r3.3HG0231290	HORVU3Hr1G014050
HORVU.MOREX.r3.3HG0231320	HORVU3Hr1G014060
HORVU.MOREX.r3.3HG0231330	HORVU3Hr1G014080
HORVU.MOREX.r3.3HG0231360	HORVU3Hr1G014090
HORVU.MOREX.r3.3HG0231380	HORVU3Hr1G014100
HORVU.MOREX.r3.3HG0231410	HORVU3Hr1G014120
HORVU.MOREX.r3.3HG0231420	HORVU3Hr1G014140
HORVU.MOREX.r3.3HG0231430	HORVU3Hr1G014190
HORVU.MOREX.r3.3HG0231440	HORVU3Hr1G014180
HORVU.MOREX.r3.3HG0231460	HORVU3Hr1G014210
HORVU.MOREX.r3.3HG0231500	HORVU3Hr1G014240
HORVU.MOREX.r3.3HG0231510	HORVU3Hr1G014250
HORVU.MOREX.r3.3HG0231520	HORVU3Hr1G014270
HORVU.MOREX.r3.3HG0231540	HORVU3Hr1G014280
HORVU.MOREX.r3.3HG0231550	HORVU3Hr1G014290
HORVU.MOREX.r3.3HG0231600	HORVU3Hr1G014320
HORVU.MOREX.r3.3HG0231630	HORVU3Hr1G014380
HORVU.MOREX.r3.3HG0231650	HORVU3Hr1G014470
HORVU.MOREX.r3.3HG0231720	HORVU3Hr1G014510
HORVU.MOREX.r3.3HG0231730	HORVU3Hr1G014520
HORVU.MOREX.r3.3HG0231750	HORVU3Hr1G014530
HORVU.MOREX.r3.3HG0231780	HORVU3Hr1G014580
HORVU.MOREX.r3.3HG0231790	HORVU3Hr1G014590
HORVU.MOREX.r3.3HG0231800	HORVU3Hr1G014590
HORVU.MOREX.r3.3HG0231810	HORVU3Hr1G014590
HORVU.MOREX.r3.3HG0231850	HORVU3Hr1G014640
HORVU.MOREX.r3.3HG0231860	HORVU3Hr1G014640
HORVU.MOREX.r3.3HG0231880	HORVU3Hr1G014690
HORVU.MOREX.r3.3HG0231890	HORVU3Hr1G014660
HORVU.MOREX.r3.3HG0231900	HORVU3Hr1G014730
HORVU.MOREX.r3.3HG0231920	HORVU3Hr1G014720
HORVU.MOREX.r3.3HG0231940	HORVU3Hr1G014780
HORVU.MOREX.r3.3HG0231970	HORVU0Hr1G006250
HORVU.MOREX.r3.3HG0232020	HORVU3Hr1G014800
HORVU.MOREX.r3.3HG0232050	HORVU3Hr1G014960
HORVU.MOREX.r3.3HG0232070	HORVU3Hr1G014850
HORVU.MOREX.r3.3HG0232100	HORVU3Hr1G014810
HORVU.MOREX.r3.3HG0232110	HORVU3Hr1G014880
HORVU.MOREX.r3.3HG0232120	HORVU3Hr1G014890
HORVU.MOREX.r3.3HG0232140	HORVU3Hr1G014910
HORVU.MOREX.r3.3HG0232190	HORVU3Hr1G015070
HORVU.MOREX.r3.3HG0232200	HORVU3Hr1G015060
HORVU.MOREX.r3.3HG0232280	HORVU3Hr1G015010
HORVU.MOREX.r3.3HG0232300	HORVU3Hr1G015110
HORVU.MOREX.r3.3HG0232400	HORVU3Hr1G015150
HORVU.MOREX.r3.3HG0232410	HORVU3Hr1G015180
HORVU.MOREX.r3.3HG0232440	HORVU3Hr1G015210
HORVU.MOREX.r3.3HG0232550	HORVU3Hr1G015310
HORVU.MOREX.r3.3HG0232710	HORVU3Hr1G015470
HORVU.MOREX.r3.3HG0232720	HORVU3Hr1G015450
HORVU.MOREX.r3.3HG0232760	HORVU3Hr1G015510
HORVU.MOREX.r3.3HG0232780	HORVU3Hr1G015540
HORVU.MOREX.r3.3HG0232790	HORVU3Hr1G015550
HORVU.MOREX.r3.3HG0232810	HORVU3Hr1G015570
HORVU.MOREX.r3.3HG0232840	HORVU3Hr1G015590
HORVU.MOREX.r3.3HG0232850	HORVU3Hr1G015600
HORVU.MOREX.r3.3HG0232860	HORVU3Hr1G015610
HORVU.MOREX.r3.3HG0232870	HORVU3Hr1G015620
HORVU.MOREX.r3.3HG0232880	HORVU3Hr1G015620
HORVU.MOREX.r3.3HG0232890	HORVU3Hr1G015680
HORVU.MOREX.r3.3HG0232910	HORVU3Hr1G015640
HORVU.MOREX.r3.3HG0232930	HORVU3Hr1G015690
HORVU.MOREX.r3.3HG0232960	HORVU3Hr1G015710
HORVU.MOREX.r3.3HG0232970	HORVU3Hr1G015730
HORVU.MOREX.r3.3HG0232990	HORVU3Hr1G015760
HORVU.MOREX.r3.3HG0233030	HORVU3Hr1G015780
HORVU.MOREX.r3.3HG0233040	HORVU3Hr1G015770
HORVU.MOREX.r3.3HG0233090	HORVU3Hr1G015840
HORVU.MOREX.r3.3HG0233100	HORVU3Hr1G015830
HORVU.MOREX.r3.3HG0233140	HORVU3Hr1G015820
HORVU.MOREX.r3.3HG0233150	HORVU3Hr1G015810
HORVU.MOREX.r3.3HG0233160	HORVU3Hr1G015800
HORVU.MOREX.r3.3HG0233200	HORVU3Hr1G015850
HORVU.MOREX.r3.3HG0233230	HORVU3Hr1G015870
HORVU.MOREX.r3.3HG0233250	HORVU3Hr1G015950
HORVU.MOREX.r3.3HG0233300	HORVU3Hr1G015880
HORVU.MOREX.r3.3HG0233350	HORVU3Hr1G015980
HORVU.MOREX.r3.3HG0233380	HORVU3Hr1G016000
HORVU.MOREX.r3.3HG0233390	HORVU3Hr1G016010
HORVU.MOREX.r3.3HG0233580	HORVU3Hr1G016230
HORVU.MOREX.r3.3HG0233610	HORVU3Hr1G016240
HORVU.MOREX.r3.3HG0233650	HORVU3Hr1G016350
HORVU.MOREX.r3.3HG0233660	HORVU3Hr1G016340
HORVU.MOREX.r3.3HG0233670	HORVU3Hr1G016330
HORVU.MOREX.r3.3HG0233680	HORVU3Hr1G016320
HORVU.MOREX.r3.3HG0233690	HORVU3Hr1G016310
HORVU.MOREX.r3.3HG0233700	HORVU3Hr1G016310
HORVU.MOREX.r3.3HG0233760	HORVU3Hr1G016360
HORVU.MOREX.r3.3HG0233770	HORVU3Hr1G016360
HORVU.MOREX.r3.3HG0233780	HORVU3Hr1G016360
HORVU.MOREX.r3.3HG0233820	HORVU3Hr1G016430
HORVU.MOREX.r3.3HG0233830	HORVU3Hr1G016420
HORVU.MOREX.r3.3HG0233880	HORVU3Hr1G016490
HORVU.MOREX.r3.3HG0233910	HORVU0Hr1G018570
HORVU.MOREX.r3.3HG0233930	HORVU3Hr1G016690
HORVU.MOREX.r3.3HG0233990	HORVU3Hr1G016800
HORVU.MOREX.r3.3HG0234000	HORVU3Hr1G016850
HORVU.MOREX.r3.3HG0234010	HORVU3Hr1G016830
HORVU.MOREX.r3.3HG0234030	HORVU3Hr1G016840
HORVU.MOREX.r3.3HG0234040	HORVU3Hr1G016860
HORVU.MOREX.r3.3HG0234060	HORVU3Hr1G016890
HORVU.MOREX.r3.3HG0234070	HORVU3Hr1G016900
HORVU.MOREX.r3.3HG0234110	HORVU3Hr1G016940
HORVU.MOREX.r3.3HG0234140	HORVU3Hr1G016990
HORVU.MOREX.r3.3HG0234190	HORVU3Hr1G017000
HORVU.MOREX.r3.3HG0234210	HORVU3Hr1G017020
HORVU.MOREX.r3.3HG0234220	HORVU3Hr1G017020
HORVU.MOREX.r3.3HG0234240	HORVU3Hr1G017100
HORVU.MOREX.r3.3HG0234260	HORVU3Hr1G017120
HORVU.MOREX.r3.3HG0234270	HORVU3Hr1G017150
HORVU.MOREX.r3.3HG0234280	HORVU3Hr1G017160
HORVU.MOREX.r3.3HG0234340	HORVU3Hr1G017220
HORVU.MOREX.r3.3HG0234360	HORVU3Hr1G017270
HORVU.MOREX.r3.3HG0234410	HORVU3Hr1G017300
HORVU.MOREX.r3.3HG0234440	HORVU3Hr1G017330
HORVU.MOREX.r3.3HG0234450	HORVU3Hr1G017330
HORVU.MOREX.r3.3HG0234470	HORVU3Hr1G017410
HORVU.MOREX.r3.3HG0234480	HORVU3Hr1G017410
HORVU.MOREX.r3.3HG0234510	HORVU3Hr1G017440
HORVU.MOREX.r3.3HG0234530	HORVU3Hr1G017470
HORVU.MOREX.r3.3HG0234550	HORVU3Hr1G017490
HORVU.MOREX.r3.3HG0234560	HORVU3Hr1G017480
HORVU.MOREX.r3.3HG0234660	HORVU3Hr1G017560
HORVU.MOREX.r3.3HG0234670	HORVU3Hr1G017570
HORVU.MOREX.r3.3HG0234680	HORVU3Hr1G017580
HORVU.MOREX.r3.3HG0234710	HORVU3Hr1G017590
HORVU.MOREX.r3.3HG0234720	HORVU3Hr1G017600
HORVU.MOREX.r3.3HG0234730	HORVU3Hr1G017600
HORVU.MOREX.r3.3HG0234740	HORVU3Hr1G017610
HORVU.MOREX.r3.3HG0234750	HORVU3Hr1G017630
HORVU.MOREX.r3.3HG0234760	HORVU3Hr1G017640
HORVU.MOREX.r3.3HG0234800	HORVU3Hr1G017700
HORVU.MOREX.r3.3HG0234810	HORVU3Hr1G017690
HORVU.MOREX.r3.3HG0234840	HORVU3Hr1G017730
HORVU.MOREX.r3.3HG0234880	HORVU3Hr1G017750
HORVU.MOREX.r3.3HG0235000	HORVU3Hr1G017930
HORVU.MOREX.r3.3HG0235010	HORVU3Hr1G017940
HORVU.MOREX.r3.3HG0235020	HORVU3Hr1G017950
HORVU.MOREX.r3.3HG0235030	HORVU3Hr1G017950
HORVU.MOREX.r3.3HG0235040	HORVU3Hr1G017990
HORVU.MOREX.r3.3HG0235070	HORVU3Hr1G018030
HORVU.MOREX.r3.3HG0235130	HORVU3Hr1G017970
HORVU.MOREX.r3.3HG0235160	HORVU3Hr1G018080
HORVU.MOREX.r3.3HG0235170	HORVU3Hr1G018070
HORVU.MOREX.r3.3HG0235190	HORVU3Hr1G018110
HORVU.MOREX.r3.3HG0235200	HORVU3Hr1G018130
HORVU.MOREX.r3.3HG0235220	HORVU3Hr1G018140
HORVU.MOREX.r3.3HG0235230	HORVU3Hr1G018160
HORVU.MOREX.r3.3HG0235240	HORVU3Hr1G018170
HORVU.MOREX.r3.3HG0235250	HORVU3Hr1G018170
HORVU.MOREX.r3.3HG0235280	HORVU3Hr1G018230
HORVU.MOREX.r3.3HG0235310	HORVU3Hr1G018200
HORVU.MOREX.r3.3HG0235320	HORVU3Hr1G018190
HORVU.MOREX.r3.3HG0235350	HORVU3Hr1G018270
HORVU.MOREX.r3.3HG0235360	HORVU3Hr1G018250
HORVU.MOREX.r3.3HG0235450	HORVU3Hr1G018300
HORVU.MOREX.r3.3HG0235480	HORVU3Hr1G018390
HORVU.MOREX.r3.3HG0235490	HORVU3Hr1G018390
HORVU.MOREX.r3.3HG0235510	HORVU3Hr1G018380
HORVU.MOREX.r3.3HG0235520	HORVU3Hr1G018370
HORVU.MOREX.r3.3HG0235530	HORVU3Hr1G018360
HORVU.MOREX.r3.3HG0235540	HORVU3Hr1G018350
HORVU.MOREX.r3.3HG0235630	HORVU3Hr1G018430
HORVU.MOREX.r3.3HG0235640	HORVU3Hr1G018430
HORVU.MOREX.r3.3HG0235710	HORVU3Hr1G018550
HORVU.MOREX.r3.3HG0235720	HORVU3Hr1G018530
HORVU.MOREX.r3.3HG0235760	HORVU3Hr1G018500
HORVU.MOREX.r3.3HG0235770	HORVU3Hr1G018690
HORVU.MOREX.r3.3HG0235790	HORVU3Hr1G018630
HORVU.MOREX.r3.3HG0235800	HORVU3Hr1G018640
HORVU.MOREX.r3.3HG0235810	HORVU3Hr1G018650
HORVU.MOREX.r3.3HG0235830	HORVU3Hr1G018670
HORVU.MOREX.r3.3HG0235850	HORVU3Hr1G018680
HORVU.MOREX.r3.3HG0235860	HORVU3Hr1G018700
HORVU.MOREX.r3.3HG0235890	HORVU3Hr1G018780
HORVU.MOREX.r3.3HG0235900	HORVU3Hr1G018800
HORVU.MOREX.r3.3HG0235910	HORVU3Hr1G018810
HORVU.MOREX.r3.3HG0235930	HORVU3Hr1G018820
HORVU.MOREX.r3.3HG0235950	HORVU3Hr1G018840
HORVU.MOREX.r3.3HG0235960	HORVU3Hr1G018850
HORVU.MOREX.r3.3HG0236000	HORVU3Hr1G018880
HORVU.MOREX.r3.3HG0236030	HORVU3Hr1G018940
HORVU.MOREX.r3.3HG0236050	HORVU3Hr1G018980
HORVU.MOREX.r3.3HG0236070	HORVU3Hr1G019010
HORVU.MOREX.r3.3HG0236100	HORVU3Hr1G019070
HORVU.MOREX.r3.3HG0236140	HORVU3Hr1G019140
HORVU.MOREX.r3.3HG0236150	HORVU3Hr1G019130
HORVU.MOREX.r3.3HG0236190	HORVU3Hr1G019190
HORVU.MOREX.r3.3HG0236240	HORVU3Hr1G019230
HORVU.MOREX.r3.3HG0236260	HORVU3Hr1G019240
HORVU.MOREX.r3.3HG0236270	HORVU3Hr1G019260
HORVU.MOREX.r3.3HG0236310	HORVU3Hr1G019320
HORVU.MOREX.r3.3HG0236320	HORVU3Hr1G019330
HORVU.MOREX.r3.3HG0236330	HORVU3Hr1G019340
HORVU.MOREX.r3.3HG0236350	HORVU3Hr1G019360
HORVU.MOREX.r3.3HG0236500	HORVU3Hr1G019440
HORVU.MOREX.r3.3HG0236540	HORVU3Hr1G019510
HORVU.MOREX.r3.3HG0236590	HORVU3Hr1G019530
HORVU.MOREX.r3.3HG0236620	HORVU3Hr1G019540
HORVU.MOREX.r3.3HG0236660	HORVU3Hr1G019580
HORVU.MOREX.r3.3HG0236670	HORVU3Hr1G019570
HORVU.MOREX.r3.3HG0236690	HORVU3Hr1G019590
HORVU.MOREX.r3.3HG0236710	HORVU3Hr1G019630
HORVU.MOREX.r3.3HG0236750	HORVU3Hr1G019670
HORVU.MOREX.r3.3HG0236760	HORVU3Hr1G019680
HORVU.MOREX.r3.3HG0236780	HORVU3Hr1G019750
HORVU.MOREX.r3.3HG0236800	HORVU3Hr1G019730
HORVU.MOREX.r3.3HG0236810	HORVU3Hr1G019760
HORVU.MOREX.r3.3HG0236820	HORVU3Hr1G019720
HORVU.MOREX.r3.3HG0236840	HORVU3Hr1G019770
HORVU.MOREX.r3.3HG0236850	HORVU3Hr1G019790
HORVU.MOREX.r3.3HG0236880	HORVU3Hr1G019820
HORVU.MOREX.r3.3HG0236900	HORVU3Hr1G019840
HORVU.MOREX.r3.3HG0236930	HORVU3Hr1G019850
HORVU.MOREX.r3.3HG0236970	HORVU3Hr1G019900
HORVU.MOREX.r3.3HG0237000	HORVU3Hr1G019920
HORVU.MOREX.r3.3HG0237090	HORVU3Hr1G019980
HORVU.MOREX.r3.3HG0237110	HORVU3Hr1G020020
HORVU.MOREX.r3.3HG0237120	HORVU3Hr1G020010
HORVU.MOREX.r3.3HG0237130	HORVU3Hr1G020030
HORVU.MOREX.r3.3HG0237170	HORVU3Hr1G020090
HORVU.MOREX.r3.3HG0237180	HORVU3Hr1G020100
HORVU.MOREX.r3.3HG0237200	HORVU3Hr1G020140
HORVU.MOREX.r3.3HG0237320	HORVU3Hr1G020200
HORVU.MOREX.r3.3HG0237360	HORVU3Hr1G020210
HORVU.MOREX.r3.3HG0237370	HORVU3Hr1G020220
HORVU.MOREX.r3.3HG0237390	HORVU3Hr1G020230
HORVU.MOREX.r3.3HG0237440	HORVU3Hr1G020260
HORVU.MOREX.r3.3HG0237450	HORVU3Hr1G020250
HORVU.MOREX.r3.3HG0237460	HORVU3Hr1G020240
HORVU.MOREX.r3.3HG0237470	HORVU3Hr1G020280
HORVU.MOREX.r3.3HG0237480	HORVU3Hr1G020300
HORVU.MOREX.r3.3HG0237510	HORVU3Hr1G020340
HORVU.MOREX.r3.3HG0237520	HORVU3Hr1G020340
HORVU.MOREX.r3.3HG0237530	HORVU3Hr1G020340
HORVU.MOREX.r3.3HG0237550	HORVU3Hr1G020310
HORVU.MOREX.r3.3HG0237580	HORVU3Hr1G020390
HORVU.MOREX.r3.3HG0237640	HORVU3Hr1G020470
HORVU.MOREX.r3.3HG0237650	HORVU3Hr1G020460
HORVU.MOREX.r3.3HG0237700	HORVU3Hr1G020520
HORVU.MOREX.r3.3HG0237710	HORVU3Hr1G020520
HORVU.MOREX.r3.3HG0237720	HORVU3Hr1G020560
HORVU.MOREX.r3.3HG0237730	HORVU3Hr1G020580
HORVU.MOREX.r3.3HG0237740	HORVU3Hr1G020580
HORVU.MOREX.r3.3HG0237810	HORVU3Hr1G020640
HORVU.MOREX.r3.3HG0237870	HORVU3Hr1G020740
HORVU.MOREX.r3.3HG0237880	HORVU3Hr1G020780
HORVU.MOREX.r3.3HG0237910	HORVU3Hr1G020840
HORVU.MOREX.r3.3HG0237930	HORVU3Hr1G020810
HORVU.MOREX.r3.3HG0237950	HORVU3Hr1G020860
HORVU.MOREX.r3.3HG0237990	HORVU3Hr1G020880
HORVU.MOREX.r3.3HG0238050	HORVU3Hr1G020900
HORVU.MOREX.r3.3HG0238080	HORVU3Hr1G020960
HORVU.MOREX.r3.3HG0238180	HORVU3Hr1G021080
HORVU.MOREX.r3.3HG0238190	HORVU3Hr1G021050
HORVU.MOREX.r3.3HG0238210	HORVU3Hr1G021110
HORVU.MOREX.r3.3HG0238240	HORVU3Hr1G021120
HORVU.MOREX.r3.3HG0238250	HORVU3Hr1G021140
HORVU.MOREX.r3.3HG0238260	HORVU3Hr1G021190
HORVU.MOREX.r3.3HG0238290	HORVU3Hr1G021220
HORVU.MOREX.r3.3HG0238320	HORVU3Hr1G021290
HORVU.MOREX.r3.3HG0238330	HORVU3Hr1G021300
HORVU.MOREX.r3.3HG0238350	HORVU3Hr1G021310
HORVU.MOREX.r3.3HG0238370	HORVU3Hr1G021320
HORVU.MOREX.r3.3HG0238450	HORVU3Hr1G021380
HORVU.MOREX.r3.3HG0238480	HORVU3Hr1G021390
HORVU.MOREX.r3.3HG0238510	HORVU3Hr1G021440
HORVU.MOREX.r3.3HG0238520	HORVU3Hr1G021430
HORVU.MOREX.r3.3HG0238540	HORVU3Hr1G021460
HORVU.MOREX.r3.3HG0238570	HORVU3Hr1G021470
HORVU.MOREX.r3.3HG0238800	HORVU3Hr1G021600
HORVU.MOREX.r3.3HG0238880	HORVU3Hr1G021610
HORVU.MOREX.r3.3HG0238960	HORVU3Hr1G021650
HORVU.MOREX.r3.3HG0238970	HORVU3Hr1G021660
HORVU.MOREX.r3.3HG0239020	HORVU3Hr1G021700
HORVU.MOREX.r3.3HG0239050	HORVU3Hr1G021730
HORVU.MOREX.r3.3HG0239080	HORVU3Hr1G021750
HORVU.MOREX.r3.3HG0239150	HORVU3Hr1G021810
HORVU.MOREX.r3.3HG0239200	HORVU3Hr1G021950
HORVU.MOREX.r3.3HG0239270	HORVU3Hr1G021970
HORVU.MOREX.r3.3HG0239280	HORVU3Hr1G021970
HORVU.MOREX.r3.3HG0239290	HORVU3Hr1G022000
HORVU.MOREX.r3.3HG0239300	HORVU3Hr1G022020
HORVU.MOREX.r3.3HG0239310	HORVU3Hr1G022030
HORVU.MOREX.r3.3HG0239330	HORVU3Hr1G022070
HORVU.MOREX.r3.3HG0239420	HORVU3Hr1G022160
HORVU.MOREX.r3.3HG0239460	HORVU3Hr1G022210
HORVU.MOREX.r3.3HG0239510	HORVU3Hr1G022240
HORVU.MOREX.r3.3HG0239530	HORVU3Hr1G022260
HORVU.MOREX.r3.3HG0239600	HORVU3Hr1G022340
HORVU.MOREX.r3.3HG0239630	HORVU3Hr1G022350
HORVU.MOREX.r3.3HG0239670	HORVU3Hr1G022350
HORVU.MOREX.r3.3HG0239710	HORVU3Hr1G022430
HORVU.MOREX.r3.3HG0239740	HORVU3Hr1G022450
HORVU.MOREX.r3.3HG0239750	HORVU0Hr1G030970
HORVU.MOREX.r3.3HG0239840	HORVU3Hr1G022500
HORVU.MOREX.r3.3HG0239850	HORVU3Hr1G022510
HORVU.MOREX.r3.3HG0239860	HORVU3Hr1G022510
HORVU.MOREX.r3.3HG0239870	HORVU3Hr1G069790
HORVU.MOREX.r3.3HG0239900	HORVU3Hr1G022540
HORVU.MOREX.r3.3HG0239920	HORVU3Hr1G022550
HORVU.MOREX.r3.3HG0239940	HORVU3Hr1G022590
HORVU.MOREX.r3.3HG0239950	HORVU3Hr1G022600
HORVU.MOREX.r3.3HG0239970	HORVU3Hr1G022620
HORVU.MOREX.r3.3HG0239980	HORVU3Hr1G022640
HORVU.MOREX.r3.3HG0240050	HORVU3Hr1G022660
HORVU.MOREX.r3.3HG0240070	HORVU3Hr1G022780
HORVU.MOREX.r3.3HG0240080	HORVU3Hr1G022770
HORVU.MOREX.r3.3HG0240110	HORVU3Hr1G022800
HORVU.MOREX.r3.3HG0240140	HORVU3Hr1G022840
HORVU.MOREX.r3.3HG0240160	HORVU3Hr1G022890
HORVU.MOREX.r3.3HG0240170	HORVU3Hr1G022880
HORVU.MOREX.r3.3HG0240180	HORVU3Hr1G022850
HORVU.MOREX.r3.3HG0240190	HORVU3Hr1G022850
HORVU.MOREX.r3.3HG0240220	HORVU3Hr1G022900
HORVU.MOREX.r3.3HG0240300	HORVU3Hr1G022940
HORVU.MOREX.r3.3HG0240310	HORVU3Hr1G022950
HORVU.MOREX.r3.3HG0240350	HORVU3Hr1G022960
HORVU.MOREX.r3.3HG0240400	HORVU3Hr1G023030
HORVU.MOREX.r3.3HG0240450	HORVU3Hr1G023060
HORVU.MOREX.r3.3HG0240460	HORVU3Hr1G023060
HORVU.MOREX.r3.3HG0240480	HORVU3Hr1G023070
HORVU.MOREX.r3.3HG0240520	HORVU3Hr1G023160
HORVU.MOREX.r3.3HG0240530	HORVU3Hr1G023150
HORVU.MOREX.r3.3HG0240560	HORVU3Hr1G023260
HORVU.MOREX.r3.3HG0240570	HORVU3Hr1G023230
HORVU.MOREX.r3.3HG0240580	HORVU3Hr1G023230
HORVU.MOREX.r3.3HG0240590	HORVU3Hr1G023220
HORVU.MOREX.r3.3HG0240630	HORVU3Hr1G023390
HORVU.MOREX.r3.3HG0240640	HORVU3Hr1G023400
HORVU.MOREX.r3.3HG0240660	HORVU3Hr1G023430
HORVU.MOREX.r3.3HG0240670	HORVU3Hr1G023460
HORVU.MOREX.r3.3HG0240710	HORVU3Hr1G023480
HORVU.MOREX.r3.3HG0240800	HORVU3Hr1G023590
HORVU.MOREX.r3.3HG0240850	HORVU3Hr1G023660
HORVU.MOREX.r3.3HG0240890	HORVU3Hr1G023700
HORVU.MOREX.r3.3HG0240960	HORVU3Hr1G023740
HORVU.MOREX.r3.3HG0240970	HORVU3Hr1G023750
HORVU.MOREX.r3.3HG0240980	HORVU3Hr1G023790
HORVU.MOREX.r3.3HG0241000	HORVU3Hr1G023780
HORVU.MOREX.r3.3HG0241050	HORVU3Hr1G023810
HORVU.MOREX.r3.3HG0241110	HORVU3Hr1G023860
HORVU.MOREX.r3.3HG0241130	HORVU3Hr1G023910
HORVU.MOREX.r3.3HG0241140	HORVU3Hr1G023910
HORVU.MOREX.r3.3HG0241220	HORVU3Hr1G023960
HORVU.MOREX.r3.3HG0241230	HORVU3Hr1G023970
HORVU.MOREX.r3.3HG0241270	HORVU3Hr1G024030
HORVU.MOREX.r3.3HG0241300	HORVU3Hr1G024090
HORVU.MOREX.r3.3HG0241310	HORVU3Hr1G024140
HORVU.MOREX.r3.3HG0241330	HORVU3Hr1G024170
HORVU.MOREX.r3.3HG0241340	HORVU3Hr1G024180
HORVU.MOREX.r3.3HG0241350	HORVU3Hr1G024200
HORVU.MOREX.r3.3HG0241360	HORVU3Hr1G024200
HORVU.MOREX.r3.3HG0241380	HORVU3Hr1G024210
HORVU.MOREX.r3.3HG0241530	HORVU3Hr1G024400
HORVU.MOREX.r3.3HG0241540	HORVU3Hr1G024390
HORVU.MOREX.r3.3HG0241550	HORVU3Hr1G024390
HORVU.MOREX.r3.3HG0241610	HORVU3Hr1G024430
HORVU.MOREX.r3.3HG0241620	HORVU3Hr1G024420
HORVU.MOREX.r3.3HG0241630	HORVU3Hr1G024470
HORVU.MOREX.r3.3HG0241660	HORVU3Hr1G024490
HORVU.MOREX.r3.3HG0241690	HORVU3Hr1G024510
HORVU.MOREX.r3.3HG0241720	HORVU3Hr1G024530
HORVU.MOREX.r3.3HG0241760	HORVU3Hr1G024540
HORVU.MOREX.r3.3HG0241770	HORVU3Hr1G024610
HORVU.MOREX.r3.3HG0241790	HORVU3Hr1G024570
HORVU.MOREX.r3.3HG0241820	HORVU3Hr1G024630
HORVU.MOREX.r3.3HG0241830	HORVU3Hr1G024640
HORVU.MOREX.r3.3HG0241870	HORVU3Hr1G024660
HORVU.MOREX.r3.3HG0241900	HORVU3Hr1G024650
HORVU.MOREX.r3.3HG0241920	HORVU3Hr1G024650
HORVU.MOREX.r3.3HG0241930	HORVU3Hr1G024690
HORVU.MOREX.r3.3HG0242110	HORVU3Hr1G024890
HORVU.MOREX.r3.3HG0242150	HORVU3Hr1G024920
HORVU.MOREX.r3.3HG0242170	HORVU3Hr1G086590
HORVU.MOREX.r3.3HG0242230	HORVU3Hr1G024970
HORVU.MOREX.r3.3HG0242280	HORVU3Hr1G024990
HORVU.MOREX.r3.3HG0242340	HORVU3Hr1G025030
HORVU.MOREX.r3.3HG0242350	HORVU3Hr1G025020
HORVU.MOREX.r3.3HG0242370	HORVU3Hr1G025080
HORVU.MOREX.r3.3HG0242740	HORVU3Hr1G025500
HORVU.MOREX.r3.3HG0242770	HORVU3Hr1G025520
HORVU.MOREX.r3.3HG0242780	HORVU3Hr1G025510
HORVU.MOREX.r3.3HG0242790	HORVU3Hr1G025590
HORVU.MOREX.r3.3HG0242800	HORVU3Hr1G025640
HORVU.MOREX.r3.3HG0242830	HORVU3Hr1G025610
HORVU.MOREX.r3.3HG0242920	HORVU3Hr1G025780
HORVU.MOREX.r3.3HG0242950	HORVU3Hr1G025750
HORVU.MOREX.r3.3HG0242960	HORVU3Hr1G025810
HORVU.MOREX.r3.3HG0242970	HORVU3Hr1G025820
HORVU.MOREX.r3.3HG0243010	HORVU3Hr1G025870
HORVU.MOREX.r3.3HG0243110	HORVU3Hr1G025950
HORVU.MOREX.r3.3HG0243130	HORVU3Hr1G026010
HORVU.MOREX.r3.3HG0243150	HORVU3Hr1G026020
